,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra,wrong_name
5767,delta Cep,58.4151944444,delcep,rh310005.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5768,delta Cep,58.4151944444,delcep,rh310013.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5769,delta Cep,58.4151944444,delcep,ri030008.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5770,delta Cep,58.4151944444,delcep,ri030009.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5771,delta Cep,58.4151944444,delcep,ri090024.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5772,delta Cep,58.4151944444,delcep,ri090039.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5773,delta Cep,58.4151944444,delcep,ri090043.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5774,delta Cep,58.4151944444,delcep,ri090056.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5775,delta Cep,58.4151944444,delcep,ri090057.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5776,delta Cep,58.4151944444,delcep,ri090063.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5777,delta Cep,58.4151944444,delcep,ri270007.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5778,delta Cep,58.4151944444,delcep,ri270024.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5779,delta Cep,58.4151944444,delcep,ri270046.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5780,delta Cep,58.4151944444,delcep,ri280017.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5781,delta Cep,58.4151944444,delcep,ri280025.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5782,delta Cep,58.4151944444,delcep,ri280038.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5783,delta Cep,58.4151944444,delcep,ri280042.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5784,delta Cep,58.4151944444,delcep,ri280043.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5785,delta Cep,58.4151944444,delcep,ri280061.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5786,delta Cep,58.4151944444,delcep,rj110002.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5787,delta Cep,58.4151944444,delcep,rj110003.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5788,delta Cep,58.4151944444,delcep,rj120015.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5789,delta Cep,58.4151944444,delcep,rj120019.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5790,delta Cep,58.4151944444,delcep,rj120026.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5791,delta Cep,58.4151944444,delcep,rj170021.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5792,delta Cep,58.4151944444,delcep,rj180024.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5793,delta Cep,58.4151944444,delcep,rj310003.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5794,delta Cep,58.4151944444,delcep,rj310004.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5795,delta Cep,58.4151944444,delcep,rk010007.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5796,delta Cep,58.4151944444,delcep,rk030012.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5797,delta Cep,58.4151944444,delcep,rk050009.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5798,delta Cep,58.4151944444,delcep,rk050016.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5799,delta Cep,58.4151944444,delcep,rk050020.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5800,delta Cep,58.4151944444,delcep,rk050024.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5801,delta Cep,58.4151944444,delcep,rk100008.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5802,delta Cep,58.4151944444,delcep,rk270012.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5803,delta Cep,58.4151944444,delcep,rk270014.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5804,delta Cep,58.4151944444,delcep,rk270020.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5805,delta Cep,58.4151944444,delcep,sc190007.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5806,delta Cep,58.4151944444,delcep,sd010012.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5807,delta Cep,58.4151944444,delcep,sd010020.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5808,delta Cep,58.4151944444,delcep,sd050002.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5809,delta Cep,58.4151944444,delcep,sd060018.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5810,delta Cep,58.4151944444,delcep,sd060026.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5811,delta Cep,58.4151944444,delcep,sd060028.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5812,delta Cep,58.4151944444,delcep,sd060046.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5813,delta Cep,58.4151944444,delcep,sd090017.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5814,delta Cep,58.4151944444,delcep,sd090035.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5815,delta Cep,58.4151944444,delcep,sd090036.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5816,delta Cep,58.4151944444,delcep,sd100029.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5817,delta Cep,58.4151944444,delcep,sd100038.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5818,delta Cep,58.4151944444,delcep,sd100039.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5819,delta Cep,58.4151944444,delcep,sd100040.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5820,delta Cep,58.4151944444,delcep,sd110031.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5821,delta Cep,58.4151944444,delcep,sd120011.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5822,delta Cep,58.4151944444,delcep,sd150047.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5823,delta Cep,58.4151944444,delcep,sd150065.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5824,delta Cep,58.4151944444,delcep,sg260031.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5825,delta Cep,58.4151944444,delcep,si080042.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5826,delta Cep,58.4151944444,delcep,si080043.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5827,delta Cep,58.4151944444,delcep,si080072.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5828,delta Cep,58.4151944444,delcep,si080092.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5829,delta Cep,58.4151944444,delcep,si160030.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5830,delta Cep,58.4151944444,delcep,si160031.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5831,delta Cep,58.4151944444,delcep,si250007.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5832,delta Cep,58.4151944444,delcep,si250008.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5833,delta Cep,58.4151944444,delcep,si250018.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5834,delta Cep,58.4151944444,delcep,si250019.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5835,delta Cep,58.4151944444,delcep,si250020.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5836,delta Cep,58.4151944444,delcep,si250026.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5837,delta Cep,58.4151944444,delcep,si250027.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5838,delta Cep,58.4151944444,delcep,si250028.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5839,delta Cep,58.4151944444,delcep,si250055.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5840,delta Cep,58.4151944444,delcep,si260002.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5841,delta Cep,58.4151944444,delcep,si260014.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5842,delta Cep,58.4151944444,delcep,si260025.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5843,delta Cep,58.4151944444,delcep,si270007.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5844,delta Cep,58.4151944444,delcep,tc230050.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5845,delta Cep,58.4151944444,delcep,tf060018.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5846,delta Cep,58.4151944444,delcep,tf060019.fits,+58:24:54.70,22:29:10.267,5,delta Cep,337.292779167,
5847,delta Lib,-8.54280555556,dellib,qg070027.fits,-8:32:34.1,15:00:56.3,0,delta Lib,225.234583333,
5848,delta Lib,-8.54213888889,dellib,qg070028.fits,-8:32:31.7,15:00:56.5,0,delta Lib,225.235416667,
5849,delta Lib,-8.54072222222,dellib,qg070029.fits,-8:32:26.6,15:00:56.9,0,delta Lib,225.237083333,
5850,delta Ori,0.280194444444,delori,nc310017.fits,-0:16:48.7,5:32:18.1,8,delta Ori,83.0754166667,
5851,delta Ori,0.278194444444,delori,nc310018.fits,-0:16:41.5,5:32:18.8,8,delta Ori,83.0783333333,
5852,delta Ori,0.277388888889,delori,nc310019.fits,-0:16:38.6,5:32:18.9,8,delta Ori,83.07875,
5853,delta Ori,0.283777777778,delori,nd010022.fits,-0:17:01.6,5:32:17.5,8,delta Ori,83.0729166667,
5854,delta Ori,0.23225,delori,oh290051.fits,-0:13:56.1,5:31:34.2,8,delta Ori,82.8925,
5855,delta Ori,0.232305555556,delori,oh290052.fits,-0:13:56.3,5:31:34.1,8,delta Ori,82.8920833333,
5856,delta Ori,0.232638888889,delori,oh290053.fits,-0:13:57.5,5:31:34.2,8,delta Ori,82.8925,
5857,delta Ori,0.232861111111,delori,oh290054.fits,-0:13:58.3,5:31:34.4,8,delta Ori,82.8933333333,
5858,delta Ori,0.231861111111,delori,oh300055.fits,-0:13:54.7,5:31:02.7,8,delta Ori,82.76125,
5859,delta Ori,0.299111111111,delori,oi210022.fits,-0:17:56.8,5:31:41.7,8,delta Ori,82.92375,
5860,delta Ori,0.241388888889,delori,oj060059.fits,-0:14:29.0,5:31:27.9,8,delta Ori,82.86625,
5861,delta Ori,0.239083333333,delori,oj090058.fits,-0:14:20.7,5:31:10.7,8,delta Ori,82.7945833333,
5862,delta Ori,0.237305555556,delori,oj110056.fits,-0:14:14.3,5:31:16.0,8,delta Ori,82.8166666667,
5863,delta Ori,0.284888888889,delori,oj140053.fits,-0:17:05.6,5:31:29.6,8,delta Ori,82.8733333333,
5864,delta Ori,0.292027777778,delori,pa100031.fits,-0:17:31.3,5:31:39.0,8,delta Ori,82.9125,
5865,delta Ori,0.291638888889,delori,pa100032.fits,-0:17:29.9,5:31:39.1,8,delta Ori,82.9129166667,
5866,delta Ori,0.287666666667,delori,pa150033.fits,-0:17:15.6,5:31:48.9,8,delta Ori,82.95375,
5867,delta Ori,0.273861111111,delori,pa220032.fits,-0:16:25.9,5:32:06.0,8,delta Ori,83.025,
5868,delta Ori,0.270777777778,delori,pa270023.fits,-0:16:14.8,5:32:09.7,8,delta Ori,83.0404166667,
5869,delta Ori,0.295583333333,delori,pb190008.fits,-0:17:44.1,5:32:19.5,8,delta Ori,83.08125,
5870,delta Ori,0.294583333333,delori,pb190010.fits,-0:17:40.5,5:32:19.5,8,delta Ori,83.08125,
5871,delta Ori,0.263916666667,delori,pi140047.fits,-0:15:50.1,5:32:00.5,8,delta Ori,83.0020833333,
5872,delta Ori,0.264611111111,delori,pi140048.fits,-0:15:52.6,5:32:00.6,8,delta Ori,83.0025,
5873,delta Ori,0.247138888889,delori,pi210042.fits,-0:14:49.7,5:31:57.4,8,delta Ori,82.9891666667,
5874,delta Ori,0.299083333333,delori,pi250046.fits,-00:17:56.7,05:32:00.4,8,delta Ori,83.0016666667,
5875,delta Ori,0.287,delori,pj090037.fits,-0:17:13.2,5:32:18.6,8,delta Ori,83.0775,
5876,delta Ori,0.287611111111,delori,pj090038.fits,-0:17:15.4,5:32:18.7,8,delta Ori,83.0779166667,
5877,delta Ori,0.287638888889,delori,pj090039.fits,-0:17:15.5,5:32:18.7,8,delta Ori,83.0779166667,
5878,delta Ori,0.245194444444,delori,pj250027.fits,-0:14:42.7,5:31:57.6,8,delta Ori,82.99,
5879,delta Ori,0.306694444444,delori,pl140032.fits,-0:18:24.1,5:31:47.6,8,delta Ori,82.9483333333,
5880,delta Ori,0.306611111111,delori,pl140033.fits,-0:18:23.8,5:31:47.8,8,delta Ori,82.9491666667,
5881,delta Ori,0.307027777778,delori,pl140044.fits,-0:18:25.3,5:31:51.7,8,delta Ori,82.9654166667,
5882,delta Ori,0.299083333333,delori,qa070015.fits,-00:17:56.7,05:32:00.40,8,delta Ori,83.0016666667,
5883,delta Ori,0.299083333333,delori,qa070016.fits,-00:17:56.7,05:32:00.40,8,delta Ori,83.0016666667,
5884,delta Ori,0.275805555556,delori,qa160017.fits,-0:16:32.9,5:32:06.3,8,delta Ori,83.02625,
5885,delta Ori,0.275777777778,delori,qa160018.fits,-0:16:32.8,5:32:06.5,8,delta Ori,83.0270833333,
5886,delta Ori,0.276111111111,delori,qa160019.fits,-0:16:34.0,5:32:06.5,8,delta Ori,83.0270833333,
5887,delta Ori,0.276138888889,delori,qa160020.fits,-0:16:34.1,5:32:06.5,8,delta Ori,83.0270833333,
5888,delta Ori,0.276472222222,delori,qa160021.fits,-0:16:35.3,5:32:06.5,8,delta Ori,83.0270833333,
5889,delta Ori,0.276472222222,delori,qa160022.fits,-0:16:35.3,5:32:06.8,8,delta Ori,83.0283333333,
5890,delta Ori,0.272444444444,delori,qa160037.fits,-0:16:20.8,5:32:10.9,8,delta Ori,83.0454166667,
5891,delta Ori,0.27,delori,qa160039.fits,-0:16:12.0,5:32:11.6,8,delta Ori,83.0483333333,
5892,delta Ori,0.28425,delori,qa210004.fits,-0:17:03.3,5:32:24.8,8,delta Ori,83.1033333333,
5893,delta Ori,0.283416666667,delori,qa210005.fits,-0:17:00.3,5:32:25.0,8,delta Ori,83.1041666667,
5894,delta Ori,0.282611111111,delori,qa210006.fits,-0:16:57.4,5:32:25.3,8,delta Ori,83.1054166667,
5895,delta Ori,0.281361111111,delori,qa210007.fits,-0:16:52.9,5:32:25.6,8,delta Ori,83.1066666667,
5896,delta Ori,0.234777777778,delori,qb210021.fits,-0:14:05.2,5:32:08.6,8,delta Ori,83.0358333333,
5897,delta Ori,0.243333333333,delori,qc040015.fits,-0:14:36.0,5:32:06.3,8,delta Ori,83.02625,
5898,delta Ori,0.243,delori,qc040016.fits,-0:14:34.8,5:32:06.4,8,delta Ori,83.0266666667,
5899,delta Ori,0.258805555556,delori,qc150020.fits,-0:15:31.7,5:31:53.2,8,delta Ori,82.9716666667,
5900,delta Ori,0.257777777778,delori,qc150022.fits,-0:15:28.0,5:31:53.4,8,delta Ori,82.9725,
5901,delta Ori,0.256722222222,delori,qc150023.fits,-0:15:24.2,5:31:53.7,8,delta Ori,82.97375,
5902,delta Ori,0.255638888889,delori,qc150024.fits,-0:15:20.3,5:31:55.1,8,delta Ori,82.9795833333,
5903,delta Ori,0.284583333333,delori,qi210057.fits,-0:17:04.5,5:32:18.1,8,delta Ori,83.0754166667,
5904,delta Ori,0.267722222222,delori,qi300053.fits,-0:16:03.8,5:31:57.7,8,delta Ori,82.9904166667,
5905,delta Ori,0.267694444444,delori,qi300054.fits,-0:16:03.7,5:31:57.7,8,delta Ori,82.9904166667,
5906,delta Ori,0.267861111111,delori,qi300055.fits,-0:16:04.3,5:31:57.8,8,delta Ori,82.9908333333,
5907,delta Ori,0.3005,delori,qj140032.fits,-0:18:01.8,5:31:53.3,8,delta Ori,82.9720833333,
5908,delta Ori,0.300583333333,delori,qj140033.fits,-0:18:02.1,5:31:53.3,8,delta Ori,82.9720833333,
5909,delta Ori,0.302416666667,delori,qj140041.fits,-0:18:08.7,5:31:54.9,8,delta Ori,82.97875,
5910,delta Ori,0.303472222222,delori,qj140042.fits,-0:18:12.5,5:31:55.0,8,delta Ori,82.9791666667,
5911,delta Ori,0.302916666667,delori,qj140043.fits,-0:18:10.5,5:31:55.2,8,delta Ori,82.98,
5912,delta Ori,0.302888888889,delori,qj140044.fits,-0:18:10.4,5:31:55.2,8,delta Ori,82.98,
5913,delta Ori,0.303,delori,qj140045.fits,-0:18:10.8,5:31:55.2,8,delta Ori,82.98,
5914,delta Ori,0.27375,delori,qj160068.fits,-0:16:25.5,5:32:11.5,8,delta Ori,83.0479166667,
5915,delta Ori,0.273916666667,delori,qj160069.fits,-0:16:26.1,5:32:11.6,8,delta Ori,83.0483333333,
5916,delta Ori,0.273944444444,delori,qj160070.fits,-0:16:26.2,5:32:11.7,8,delta Ori,83.04875,
5917,delta Ori,0.273944444444,delori,qj160081.fits,-0:16:26.2,5:32:13.2,8,delta Ori,83.055,
5918,delta Ori,0.286055555556,delori,rc100005.fits,-00:17:09.80,05:31:58.147,8,delta Ori,82.9922791667,
5919,delta Ori,0.293638888889,delori,rc110016.fits,-00:17:37.10,05:31:58.333,8,delta Ori,82.9930541667,
5920,delta Ori,0.299166666667,delori,rc300004.fits,-00:17:57.00,05:32:00.000,8,delta Ori,83.0,
5921,delta Ori,0.299083333333,delori,rd260001.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5922,delta Ori,0.299083333333,delori,rd260002.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5923,delta Ori,0.299083333333,delori,rd260003.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5924,delta Ori,0.299083333333,delori,rh300060.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5925,delta Ori,0.299083333333,delori,ri090073.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5926,delta Ori,0.299083333333,delori,ri090074.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5927,delta Ori,0.299083333333,delori,ri270036.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5928,delta Ori,0.299083333333,delori,ri270037.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5929,delta Ori,0.299083333333,delori,ri270038.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5930,delta Ori,0.299083333333,delori,ri270039.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5931,delta Ori,0.299083333333,delori,ri270040.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5932,delta Ori,0.299083333333,delori,ri270048.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5933,delta Ori,0.299083333333,delori,ri270049.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5934,delta Ori,0.299083333333,delori,ri270050.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5935,delta Ori,0.299083333333,delori,ri280051.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5936,delta Ori,0.299083333333,delori,rj230034.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5937,delta Ori,0.299083333333,delori,rj310029.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5938,delta Ori,0.299083333333,delori,rj310035.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5939,delta Ori,0.299083333333,delori,rj310045.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5940,delta Ori,0.299083333333,delori,rj310046.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5941,delta Ori,0.299083333333,delori,rj310055.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5942,delta Ori,0.299083333333,delori,sc210008.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5943,delta Ori,0.299083333333,delori,sc210009.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5944,delta Ori,0.175638888889,delori,sc310002.fits,-00:10:32.30,05:32:00.273,8,delta Ori,83.0011375,
5945,delta Ori,0.299083333333,delori,sd110001.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5946,delta Ori,0.299083333333,delori,sd110003.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5947,delta Ori,0.299083333333,delori,sd120001.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5948,delta Ori,0.299083333333,delori,sd150007.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5949,delta Ori,0.299083333333,delori,si080085.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5950,delta Ori,0.299083333333,delori,si220035.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5951,delta Ori,0.299083333333,delori,si220036.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5952,delta Ori,0.299083333333,delori,si220038.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5953,delta Ori,0.299083333333,delori,si220039.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5954,delta Ori,0.299083333333,delori,si220040.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5955,delta Ori,0.299083333333,delori,si220041.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5956,delta Ori,0.299083333333,delori,si220042.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5957,delta Ori,0.299083333333,delori,si220043.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5958,delta Ori,0.299083333333,delori,si230068.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5959,delta Ori,0.299083333333,delori,si250073.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5960,delta Ori,0.299083333333,delori,si250074.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5961,delta Ori,0.299083333333,delori,si250075.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5962,delta Ori,0.299083333333,delori,si250076.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5963,delta Ori,0.299083333333,delori,si250078.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5964,delta Ori,0.299083333333,delori,si250079.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5965,delta Ori,0.299083333333,delori,si250080.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5966,delta Ori,0.299083333333,delori,si250081.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5967,delta Ori,0.299083333333,delori,si250082.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5968,delta Ori,0.299083333333,delori,si250083.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5969,delta Ori,0.299083333333,delori,si260027.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5970,delta Ori,0.299083333333,delori,si260033.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5971,delta Ori,0.299083333333,delori,si260034.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5972,delta Ori,0.299083333333,delori,si260035.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5973,delta Ori,0.299083333333,delori,si260036.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5974,delta Ori,0.299083333333,delori,si260037.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5975,delta Ori,0.299083333333,delori,si260038.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5976,delta Ori,0.299083333333,delori,si260039.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5977,delta Ori,0.299083333333,delori,si260040.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5978,delta Ori,0.299083333333,delori,si270038.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5979,delta Ori,0.299083333333,delori,si270039.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5980,delta Ori,0.299083333333,delori,si270040.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5981,delta Ori,0.299083333333,delori,si270041.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5982,delta Ori,0.299083333333,delori,si270042.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5983,delta Ori,0.299083333333,delori,si270043.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5984,delta Ori,0.299083333333,delori,si270044.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5985,delta Ori,0.299083333333,delori,si270050.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5986,delta Ori,0.299083333333,delori,si270051.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5987,delta Ori,0.299083333333,delori,sl260009.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5988,delta Ori,0.299083333333,delori,sl260010.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5989,delta Ori,0.299083333333,delori,ta260029.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5990,delta Ori,0.299083333333,delori,ta260030.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5991,delta Ori,0.299083333333,delori,ta260031.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5992,delta Ori,0.299083333333,delori,ta260032.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5993,delta Ori,0.299083333333,delori,ta260033.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5994,delta Ori,0.299083333333,delori,ta260034.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5995,delta Ori,0.299083333333,delori,ta260035.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5996,delta Ori,0.299083333333,delori,ta260037.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5997,delta Ori,0.299083333333,delori,ta260038.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5998,delta Ori,0.299083333333,delori,ta260039.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
5999,delta Ori,0.299083333333,delori,ta260040.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
6000,delta Ori,0.299083333333,delori,ta260041.fits,-00:17:56.70,05:32:00.400,8,delta Ori,83.0016666667,
