,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra
6739,V2028 Cyg,31.1044444444,v2028cyg,sg280017.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6740,V2028 Cyg,31.1044444444,v2028cyg,sg280019.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6741,V2028 Cyg,31.1044444444,v2028cyg,sg280021.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6742,V2028 Cyg,31.1044444444,v2028cyg,sg280023.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6743,V2028 Cyg,31.1044444444,v2028cyg,sg280025.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6744,V2028 Cyg,31.1044444444,v2028cyg,sg280027.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6745,V2028 Cyg,31.1044444444,v2028cyg,sg280029.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6746,V2028 Cyg,31.1044444444,v2028cyg,sh140029.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6747,V2028 Cyg,31.1044444444,v2028cyg,si060015.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6748,V2028 Cyg,31.1044444444,v2028cyg,tc190047.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6749,V2028 Cyg,31.1044444444,v2028cyg,te290016.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6750,V2028 Cyg,31.1044444444,v2028cyg,te290023.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6751,V2028 Cyg,31.1044444444,v2028cyg,tf040010.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6752,V2028 Cyg,31.1044444444,v2028cyg,tg090012.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6753,V2028 Cyg,31.1044444444,v2028cyg,tg110012.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6754,V2028 Cyg,31.1044444444,v2028cyg,th080013.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6755,V2028 Cyg,31.1044444444,v2028cyg,th190012.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6756,V2028 Cyg,31.1044444444,v2028cyg,ti170014.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6757,V2028 Cyg,31.1044444444,v2028cyg,tj080011.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6758,V2028 Cyg,31.1044444444,v2028cyg,tj080013.fits,+31:06:16.00,19:56:31.800,8,V2028 Cyg,299.1325
6759,V2083 Cyg,47.4811666667,v2083cyg,td290022.fits,+47:28:52.20,19:31:16.367,8,V2083 Cyg,292.818195833
6760,V2083 Cyg,47.4811666667,v2083cyg,tg020039.fits,+47:28:52.20,19:31:16.367,8,V2083 Cyg,292.818195833
6761,V2083Cyg,47.4811666667,v2083cyg,tg070010.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6762,V2083Cyg,47.4811666667,v2083cyg,tg070026.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6763,V2083Cyg,47.4811666667,v2083cyg,tg080011.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6764,V2083Cyg,47.4811666667,v2083cyg,tg080037.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6765,V2083Cyg,47.4811666667,v2083cyg,tg270014.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6766,V2083Cyg,47.4811666667,v2083cyg,th160025.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6767,V2083Cyg,47.4811666667,v2083cyg,tj260012.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6768,V2083Cyg,47.4811666667,v2083cyg,tj260045.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6769,V2083Cyg,47.4811666667,v2083cyg,tj270018.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6770,V2083Cyg,47.4811666667,v2083cyg,uc010041.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6771,V2083Cyg,47.4811666667,v2083cyg,uc010047.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6772,V2083Cyg,47.4811666667,v2083cyg,ud190024.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6773,V2083Cyg,47.4811666667,v2083cyg,ud190039.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6774,V2083Cyg,47.4811666667,v2083cyg,ud190045.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6775,V2083 Cyg,47.4811666667,v2083cyg,ue070046.fits,+47:28:52.20,19:31:16.367,8,V2083 Cyg,292.818195833
6776,V2083Cyg,47.4811666667,v2083cyg,ue100012.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6777,V2083Cyg,47.4811666667,v2083cyg,ue100034.fits,+47:28:52.20,19:31:16.367,8,V2083Cyg,292.818195833
6778,V2083 Cyg,47.4811666667,v2083cyg,vb110051.fits,+47:28:52.20,19:31:16.367,8,V2083 Cyg,292.818195833
6779,V2104 Cyg,57.6413333333,v2104cyg,rc050071.fits,57:38:28.80,20:01:51.533,8,V2104 Cyg,300.464720833
6780,V2104 Cyg,57.6540277778,v2104cyg,rc090040.fits,57:39:14.50,20:01:45.707,8,V2104 Cyg,300.440445833
6781,V2104 Cyg,57.6540277778,v2104cyg,rc090041.fits,57:39:14.50,20:01:45.707,8,V2104 Cyg,300.440445833
6782,V 2104 Cyg,57.6519444444,v2104cyg,rc310016.fits,+57:39:07.00,20:01:46.000,8,V 2104 Cyg,300.441666667
6783,V 2104 Cyg,57.6516666667,v2104cyg,rd070007.fits,+57:39:06.00,20:01:45.000,8,V 2104 Cyg,300.4375
6784,V2104 Cyg,57.6518055556,v2104cyg,rd120022.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6785,V 2104 Cyg,57.6518055556,v2104cyg,rd140013.fits,+57:39:06.50,20:01:45.540,8,V 2104 Cyg,300.43975
6786,V2104 Cyg,57.6518055556,v2104cyg,re070024.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6787,V2104 Cyg,57.6518055556,v2104cyg,re080028.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6788,V2104 Cyg,57.6406666667,v2104cyg,re160019.fits,+57:38:26.40,20:01:45.540,8,V2104 Cyg,300.43975
6789,V2104 Cyg,57.6518055556,v2104cyg,re270010.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6790,V2104 Cyg,57.6518055556,v2104cyg,re300016.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6791,V2104 Cyg,57.6518055556,v2104cyg,rf210014.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6792,V2104 Cyg,57.6518055556,v2104cyg,rh180007.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6793,V2104 Cyg,57.6518055556,v2104cyg,ue070048.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6794,V2104 Cyg,57.6518055556,v2104cyg,vc220040.fits,+57:39:06.50,20:01:45.540,8,V2104 Cyg,300.43975
6795,V2118 Cyg,40.75925,v2118cyg,pj190026.fits,40:45:33.3,20:23:18.2,8,V2118 Cyg,305.825833333
6796,V2118 Cyg,40.7590555556,v2118cyg,qc060044.fits,40:45:32.6,20:23:18.17,8,V2118 Cyg,305.825708333
6797,V2118 Cyg,40.7590555556,v2118cyg,re010015.fits,+40:45:32.60,20:23:18.160,8,V2118 Cyg,305.825666667
6798,V2118 Cyg,40.7590555556,v2118cyg,sg030012.fits,+40:45:32.60,20:23:18.160,8,V2118 Cyg,305.825666667
6799,HD194279,40.7590555556,v2118cyg,sh150033.fits,+40:45:32.60,20:23:18.160,8,HD194279,305.825666667
6800,HD194279,40.7590555556,v2118cyg,sh150035.fits,+40:45:32.60,20:23:18.160,8,HD194279,305.825666667
6801,HD194279,40.7590555556,v2118cyg,sh180030.fits,+40:45:32.60,20:23:18.160,8,HD194279,305.825666667
6802,V2144 Cyg,46.5785833333,v2144cyg,ug080048.fits,+46:34:42.90,21:00:49.860,8,V2144 Cyg,315.20775
6803,V2144 Cyg,46.5785833333,v2144cyg,ug080049.fits,+46:34:42.90,21:00:49.860,8,V2144 Cyg,315.20775
6804,V2144 Cyg,46.5785833333,v2144cyg,ul140007.fits,+46:34:42.90,21:00:49.860,8,V2144 Cyg,315.20775
6805,V2174 Cyg,54.4928888889,v2174cyg,pg270021.fits,54:29:34.4,21:58:39.7,8,V2174 Cyg,329.665416667
6806,V2174 Cyg,54.5331944444,v2174cyg,pj250012.fits,54:31:59.5,21:58:48.8,8,V2174 Cyg,329.703333333
6807,v2174 cyg,54.532,v2174cyg,pk080009.fits,54:31:55.2,21:58:41.2,8,v2174 cyg,329.671666667
6808,V2174 Cyg,54.4848611111,v2174cyg,sg290018.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6809,V2174 Cyg,54.485,v2174cyg,sh160011.fits,+54:29:06.00,21:58:30.000,8,V2174 Cyg,329.625
6810,V2174 Cyg,54.4848611111,v2174cyg,si200008.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6811,v2174 cyg,54.5113611111,v2174cyg,sj030009.fits,+54:30:40.90,21:57:57.227,8,v2174 cyg,329.488445833
6812,V2174 Cyg,54.4848611111,v2174cyg,tf050013.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6813,V2174 Cyg,54.4848611111,v2174cyg,tg030023.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6814,V2174 cyg,54.4848611111,v2174cyg,tj310026.fits,+54:29:05.50,21:58:29.760,8,V2174 cyg,329.624
6815,V2174 Cyg,54.4848611111,v2174cyg,ua160009.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6816,V2174 Cyg,54.4848611111,v2174cyg,ui160021.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6817,v2174 cyg,54.4848611111,v2174cyg,ui160022.fits,+54:29:05.50,21:58:29.760,8,v2174 cyg,329.624
6818,V2174 Cyg,54.4848611111,v2174cyg,vc200041.fits,+54:29:05.50,21:58:29.760,8,V2174 Cyg,329.624
6819,V2368 Oph,2.17386111111,v2368oph,qf140012.fits,2:10:25.9,17:16:09.3,8,V2368 Oph,259.03875
6820,V2368 Oph,2.17330555556,v2368oph,qg110002.fits,2:10:23.9,17:16:11.5,8,V2368 Oph,259.047916667
6821,V2368 Oph,2.17352777778,v2368oph,qg180012.fits,2:10:24.7,17:16:22.4,8,V2368 Oph,259.093333333
6822, V2368 Oph,2.17513888889,v2368oph,qg260012.fits,2:10:30.5,17:16:21.6,8, V2368 Oph,259.09
6823,V2368 Oph,2.1785,v2368oph,qh010026.fits,2:10:42.6,17:16:37.1,8,V2368 Oph,259.154583333
6824,V2368 Oph,2.22694444444,v2368oph,qh240012.fits,2:13:37.0,17:16:08.7,8,V2368 Oph,259.03625
6825,V2368 Oph,2.16280555556,v2368oph,qi130012.fits,2:09:46.1,17:16:14.0,8,V2368 Oph,259.058333333
6826,V2368 Oph,2.23438888889,v2368oph,qi200010.fits,2:14:03.8,17:16:41.8,8,V2368 Oph,259.174166667
6827,V2368 Oph,2.18619444444,v2368oph,re290017.fits,+02:11:10.30,17:16:14.260,8,V2368 Oph,259.059416667
6828,V2368 Oph,2.18619444444,v2368oph,rf180015.fits,+02:11:10.30,17:16:14.260,8,V2368 Oph,259.059416667
6829,V2368 Oph,2.18619444444,v2368oph,rf200012.fits,+02:11:10.30,17:16:14.260,8,V2368 Oph,259.059416667
6830,V2368 Oph,2.18619444444,v2368oph,ud200054.fits,+02:11:10.30,17:16:14.260,8,V2368 Oph,259.059416667
6831,V335 Ser,0.612,v335ser,oc240036.fits,0:36:43.2,15:58:47.3,8,V335 Ser,239.697083333
6832,V335 Ser,0.622305555556,v335ser,of020008.fits,0:37:20.3,15:59:43.7,8,V335 Ser,239.932083333
6833,V335 Ser,0.581166666667,v335ser,pd200021.fits,0:34:52.2,15:58:34.7,8,V335 Ser,239.644583333
6834,V335 Ser,0.592472222222,v335ser,pe040029.fits,0:35:32.9,15:59:13.9,8,V335 Ser,239.807916667
6835,V335 Ser,0.570722222222,v335ser,pf110012.fits,0:34:14.6,15:59:24.4,8,V335 Ser,239.851666667
6836,V335 Ser,0.591305555556,v335ser,qd120032.fits,0:35:28.7,15:59:17.9,8,V335 Ser,239.824583333
6837,V335 Ser,0.576305555556,v335ser,qd190045.fits,0:34:34.7,15:59:16.6,8,V335 Ser,239.819166667
6838,V335 Ser,0.570972222222,v335ser,qd260033.fits,0:34:15.5,15:59:01.1,8,V335 Ser,239.754583333
6839,V335 Ser,0.574638888889,v335ser,qf230019.fits,0:34:28.7,15:59:29.1,8,V335 Ser,239.87125
6840,V335 Ser,0.5705,v335ser,qg180010.fits,0:34:13.8,15:59:14.0,8,V335 Ser,239.808333333
6841,V335 Ser,0.569111111111,v335ser,qh010024.fits,0:34:08.8,15:58:59.8,8,V335 Ser,239.749166667
6842,V335 Ser,0.585027777778,v335ser,re160012.fits,+00:35:06.10,15:59:05.933,8,V335 Ser,239.774720833
6843,V335 Ser,0.59575,v335ser,re290011.fits,+00:35:44.70,15:59:05.513,8,V335 Ser,239.772970833
6844,V335 Ser,0.595694444444,v335ser,rg020012.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6845,V335 Ser,0.595694444444,v335ser,sd020038.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6846,V335 Ser,0.595694444444,v335ser,sd110033.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6847,V335 Ser,0.595694444444,v335ser,sd150038.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6848,V335 Ser,0.595694444444,v335ser,td080029.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6849,V335 Ser,0.595694444444,v335ser,td290016.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6850,V335Ser,0.595694444444,v335ser,tg070014.fits,+00:35:44.50,15:59:05.760,8,V335Ser,239.774
6851,V335Ser,0.595694444444,v335ser,tg080015.fits,+00:35:44.50,15:59:05.760,8,V335Ser,239.774
6852,V335 Ser,0.595694444444,v335ser,tg130016.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6853,V335 Ser,0.595694444444,v335ser,tg140010.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6854,V335 Ser,0.595694444444,v335ser,tg200041.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6855,V335 Ser,0.595694444444,v335ser,ub090062.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6856,V335 Ser,0.595694444444,v335ser,ub230052.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6857,V335 Ser,0.595694444444,v335ser,uc210034.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6858,V335 Ser,0.595694444444,v335ser,ud090023.fits,+00:35:44.50,15:59:05.760,8,V335 Ser,239.774
6859,V335Ser,0.595694444444,v335ser,ud190026.fits,+00:35:44.50,15:59:05.760,8,V335Ser,239.774
6860,V341 Sge,17.96825,v341sge,ug110029.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6861,V341 Sge,17.96825,v341sge,uh080006.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6862,V341 Sge,17.96825,v341sge,uh220031.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6863,V 341 Sge,17.96825,v341sge,ui010038.fits,+17:58:05.70,19:42:48.280,8,V 341 Sge,295.701166667
6864,V341 Sge,17.96825,v341sge,ui260030.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6865,V341 Sge,17.96825,v341sge,uj020062.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6866,V 341 Sge,17.96825,v341sge,uj030037.fits,+17:58:05.70,19:42:48.280,8,V 341 Sge,295.701166667
6867,V341 Sge,17.96825,v341sge,uj060005.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6868,V 341 Sge,17.96825,v341sge,uj130026.fits,+17:58:05.70,19:42:48.280,8,V 341 Sge,295.701166667
6869,V341 Sge,17.96825,v341sge,uj150023.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6870,V341 Sge,17.96825,v341sge,uj160022.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6871,V 341 Sge,17.96825,v341sge,uj170022.fits,+17:58:05.70,19:42:48.280,8,V 341 Sge,295.701166667
6872,V341 Sge,17.96825,v341sge,uk280022.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6873,V341 Sge,17.96825,v341sge,vc150090.fits,+17:58:05.70,19:42:48.280,8,V341 Sge,295.701166667
6874,14 Lac,41.9533888889,v360lac,tg140036.fits,+41:57:12.20,22:50:21.767,8,14 Lac,342.590695833
6875,14 Lac,41.9533888889,v360lac,tg140039.fits,+41:57:12.20,22:50:21.767,8,14 Lac,342.590695833
6876,14 Lac,41.9533888889,v360lac,ue110069.fits,+41:57:12.20,22:50:21.780,8,14 Lac,342.59075
6877,14 Lac,41.9533888889,v360lac,ug060050.fits,+41:57:12.20,22:50:21.780,8,14 Lac,342.59075
6878,V378 Pup,-14.49275,v378pup,tj290072.fits,-14:29:33.90,07:36:03.900,8,V378 Pup,114.01625
6879,V378 Pup,-14.49275,v378pup,ul090052.fits,-14:29:33.90,07:36:03.900,8,V378 Pup,114.01625
6880,V380 Cep,68.16325,v380cep,ub240065.fits,+68:09:47.70,21:01:36.920,8,V380 Cep,315.403833333
6881,V380 Cep,68.16325,v380cep,ue150029.fits,+68:09:47.70,21:01:36.920,8,V380 Cep,315.403833333
6882,V380 Cep,68.16325,v380cep,ue230048.fits,+68:09:47.70,21:01:36.920,8,V380 Cep,315.403833333
6883,V380 Cep,68.16325,v380cep,ue230049.fits,+68:09:47.70,21:01:36.920,8,V380 Cep,315.403833333
6884,V380 Cyg,40.6126666667,v380cyg,nh060032.fits,40:36:45.6,19:50:44.0,8,V380 Cyg,297.683333333
6885,V380 Cyg,40.6126666667,v380cyg,nh060033.fits,40:36:45.6,19:50:44.0,8,V380 Cyg,297.683333333
6886,V380 Cyg,40.5951944444,v380cyg,nj050015.fits,40:35:42.7,19:50:35.0,8,V380 Cyg,297.645833333
6887,V380 Cyg,40.5954166667,v380cyg,nj110015.fits,40:35:43.5,19:50:35.0,8,V380 Cyg,297.645833333
6888,V380 Cyg,40.5946111111,v380cyg,nj110016.fits,40:35:40.6,19:50:35.3,8,V380 Cyg,297.647083333
6889,HD187879,40.621,v380cyg,of190036.fits,40:37:15.6,19:50:37.1,8,HD187879,297.654583333
6890,V380 Cyg,40.5997222222,v380cyg,pi240037.fits,40:35:59.0,19:50:37.0,8,V380 Cyg,297.654166667
6891,V380 Cyg,40.5983333333,v380cyg,pj100025.fits,40:35:54.0,19:51:10.2,8,V380 Cyg,297.7925
6892,V 380 Cyg,40.5816944444,v380cyg,pj160020.fits,40:34:54.1,19:50:54.8,8,V 380 Cyg,297.728333333
6893,V380 Cyg,40.6110555556,v380cyg,pj170016.fits,40:36:39.8,19:50:51.3,8,V380 Cyg,297.71375
6894,V380 Cyg,40.611,v380cyg,pj170017.fits,40:36:39.6,19:50:52.5,8,V380 Cyg,297.71875
6895,V380 Cyg,40.6061666667,v380cyg,pj200028.fits,40:36:22.2,19:49:59.5,8,V380 Cyg,297.497916667
6896,V380 Cyg,40.5872222222,v380cyg,qd020023.fits,40:35:14.0,19:50:36.0,8,V380 Cyg,297.65
6897,V380 Cyg,40.58675,v380cyg,qd020024.fits,40:35:12.3,19:50:35.9,8,V380 Cyg,297.649583333
6898,V380 Cyg,40.5870555556,v380cyg,qd040052.fits,40:35:13.4,19:50:36.5,8,V380 Cyg,297.652083333
6899,V380 Cyg,40.6180555556,v380cyg,qd110011.fits,40:37:05.0,19:50:51.9,8,V380 Cyg,297.71625
6900,V380 Cyg,40.6175833333,v380cyg,qd110012.fits,40:37:03.3,19:50:54.6,8,V380 Cyg,297.7275
6901,V380 Cyg,40.6,v380cyg,qd130029.fits,40:36:00.0,19:50:37.1,8,V380 Cyg,297.654583333
6902,V380 Cyg,40.6967777778,v380cyg,qd140035.fits,40:41:48.4,19:49:27.3,8,V380 Cyg,297.36375
6903,V380 Cyg,40.6175555556,v380cyg,qd150022.fits,40:37:03.2,19:50:49.8,8,V380 Cyg,297.7075
6904,V380 Cyg,40.6166388889,v380cyg,qd150023.fits,40:36:59.9,19:50:50.8,8,V380 Cyg,297.711666667
6905,V 380 Cyg,40.616,v380cyg,qd160023.fits,40:36:57.6,19:50:52.4,8,V 380 Cyg,297.718333333
6906,V380 Cyg,40.6123055556,v380cyg,qd190051.fits,40:36:44.3,19:50:51.8,8,V380 Cyg,297.715833333
6907,V380 Cyg,40.6186111111,v380cyg,qd200076.fits,40:37:07.0,19:50:51.8,8,V380 Cyg,297.715833333
6908,V380 Cyg,40.5996666667,v380cyg,qd220035.fits,40:35:58.8,19:50:37.0,8,V380 Cyg,297.654166667
6909,V380 Cyg,40.5988611111,v380cyg,qd220036.fits,40:35:55.9,19:50:37.0,8,V380 Cyg,297.654166667
6910,V 380 Cyg,40.6804444444,v380cyg,qd230013.fits,40:40:49.6,19:49:38.6,8,V 380 Cyg,297.410833333
6911,V380 Cyg,40.59975,v380cyg,qd250015.fits,40:35:59.1,19:50:37.33,8,V380 Cyg,297.655541667
6912,V 380 Cyg,40.68575,v380cyg,qd300010.fits,40:41:08.7,19:49:37.4,8,V 380 Cyg,297.405833333
6913,V380 Cyg,40.6058611111,v380cyg,qe010019.fits,40:36:21.1,19:50:35.2,8,V380 Cyg,297.646666667
6914,V380 Cyg,40.6051666667,v380cyg,qe010020.fits,40:36:18.6,19:50:35.3,8,V380 Cyg,297.647083333
6915,V 380 Cyg,40.6779722222,v380cyg,qe030013.fits,40:40:40.7,19:49:44.2,8,V 380 Cyg,297.434166667
6916,V380 Cyg,40.6481111111,v380cyg,qe170014.fits,40:38:53.2,19:50:22.8,8,V380 Cyg,297.595
6917,V380 Cyg,40.6016111111,v380cyg,qf230024.fits,40:36:05.8,19:51:05.3,8,V380 Cyg,297.772083333
6918,V380 Cyg,40.6016388889,v380cyg,qf230025.fits,40:36:05.9,19:51:05.4,8,V380 Cyg,297.7725
6919,V380 Cyg,40.6190833333,v380cyg,qg140028.fits,40:37:08.7,19:50:53.3,8,V380 Cyg,297.722083333
6920,V380 Cyg,40.6191111111,v380cyg,qg140030.fits,40:37:08.8,19:50:53.8,8,V380 Cyg,297.724166667
6921,V380 Cyg,40.6050277778,v380cyg,qg170012.fits,40:36:18.1,19:50:48.1,8,V380 Cyg,297.700416667
6922,V380 Cyg,40.6083888889,v380cyg,qg260022.fits,40:36:30.2,19:50:42.5,8,V380 Cyg,297.677083333
6923,V380 Cyg,40.61075,v380cyg,qh050031.fits,40:36:38.7,19:50:59.1,8,V380 Cyg,297.74625
6924,V 380 Cyg,40.5935277778,v380cyg,qh130008.fits,40:35:36.7,19:50:33.7,8,V 380 Cyg,297.640416667
6925,V 380 Cyg,40.593,v380cyg,qh130010.fits,40:35:34.8,19:50:35.1,8,V 380 Cyg,297.64625
6926,V380 Cyg,40.6534722222,v380cyg,qh170015.fits,40:39:12.5,19:50:35.8,8,V380 Cyg,297.649166667
6927,V397 Cep,73.2233611111,v397cep,pk230022.fits,73:13:24.1,0:04:46.9,8,V397 Cep,1.19541666667
6928,V397 Cep,73.2149444444,v397cep,qd260037.fits,73:12:53.8,0:04:16.1,8,V397 Cep,1.06708333333
6929,V397 Cep,73.2451388889,v397cep,qi200033.fits,73:14:42.5,0:04:55.1,8,V397 Cep,1.22958333333
6930,V397 Cep,73.1744722222,v397cep,rj230020.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6931,V397 Cep,73.1744722222,v397cep,sd020034.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6932,V397 Cep,73.1744722222,v397cep,td080025.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6933,V397 Cep,73.1744722222,v397cep,tg130018.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6934,V397 Cep,73.1744722222,v397cep,tg140020.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6935,V397 Cep,73.1744722222,v397cep,tg140032.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6936,V397 Cep,73.1744722222,v397cep,tg210064.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6937,V397Cep,73.1744722222,v397cep,tg270028.fits,+73:10:28.10,00:03:23.967,8,V397Cep,0.8498625
6938,V397 Cep,73.1744722222,v397cep,th250018.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6939,V397 Cep,73.1744722222,v397cep,uc210031.fits,+73:10:28.10,00:03:23.967,8,V397 Cep,0.8498625
6940,V407 Cyg,45.7758333333,v407cyg,tc230055.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6941,V407 Cyg,45.7758333333,v407cyg,tc230055n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6942,V407 Cyg,45.7758333333,v407cyg,tc230056.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6943,V407 Cyg,45.7758333333,v407cyg,tc230056n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6944,V407 Cyg,45.7758333333,v407cyg,tc230058.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6945,V407 Cyg,45.7758333333,v407cyg,tc230058n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6946,V407 Cyg,45.7758333333,v407cyg,tc230059.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6947,V407 Cyg,45.7758333333,v407cyg,tc230059n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6948,V407 Cyg,45.7758333333,v407cyg,tc230060.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6949,V407 Cyg,45.7758333333,v407cyg,tc230060n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6950,V407 Cyg,45.7758333333,v407cyg,td020076.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6951,V407 Cyg,45.7758333333,v407cyg,td020076n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6952,V407 Cyg,45.7758333333,v407cyg,td020077.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6953,V407 Cyg,45.7758333333,v407cyg,td020077n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6954,V407 Cyg,45.7758333333,v407cyg,td020078.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6955,V407 Cyg,45.7758333333,v407cyg,td020078n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6956,V407 Cyg,45.7758333333,v407cyg,td030034.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
6957,V407 Cyg,45.7758333333,v407cyg,td030034n.fits,+45:46:33.00,21:02:09.807,8,V407 Cyg,315.5408625
