#object, dir
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
V2468Cyg,v2468cyg
V2468Cyg,v2468cyg
HD 208440,hd208440
HD 37903,hd37903
HIP3550,hip3550
HIP3550,hip3550
V2120 Cyg,v2120cyg
V2120 Cyg,v2120cyg
EW CMa,ewcma
EW CMa,ewcma
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
EE Cep,eecep
HIP55391,hd98526
HIP55391,hd98526
HD147394,tauher
HD147394,tauher
HD147394,tauher
HD 162428,tauher
HD147394,tauher
HD 147394,tauher
HD147394,tauher
HD147394,tauher
HD147394,tauher
HD147394,tauher
HD147394,tauher
HD 147394,tauher
HD147394,tauher
HD147394,tauher
HD 55271,hd55271
HD 55271,hd55271
HD 55271,hd55271
HD 55271,hd55271
alphaCas,alpcas
alpha Cas,alpcas
alphaCas,alpcas
alpha Cas,alpcas
alpha Cas,alpcas
alphaCas,alpcas
alpha Cas,alpcas
alphaCas,alpcas
alphaCas,alpcas
alphaCas,alpcas
alphaCas,alpcas
alphacas,alpcas
alphaCas,alpcas
alphaCas,alpcas
V380 Cep,v380cep
V380 Cep,v380cep
V380 Cep,v380cep
V380 Cep,v380cep
25 Vul,25vul
25 Vul,25vul
25 Vul,25vul
bet Mon A,betmonA
bet Mon A,betmonA
HIP53355,hip53355
HIP53355,hip53355
GZ Peg,gzpeg
6 Cep,hd203573
6 Cep,hd203573
14 Lac,v360lac
14 Lac,v360lac
14 Lac,v360lac
14 Lac,v360lac
beta Ori,betori
beta Ori,betori
beta Ori,betori
bet Ori,betori
beta Ori,betori
beta Ori,betori
beta Ori,betori
beta Ori,betori
beta Ori,betori
beta Ori,betori
beta Ori,betori
bet Ori,betori
beta Ori,betori
beta Ori,betori
T Cep,tcep
T Cep,tcep
T Cep,tcep
T Cep,tcep
gamma Cyg,gamcyg
gam Cyg,gamcyg
V994 Her,v994her
V994 Her,v994her
GSC4120-1000,gsc4120-1000
GALEX0805-1058,galexj0805-1058
GALEX0805-1058,galexj0805-1058
GALEX0805-1058,galexj0805-1058
GALEX0805-1058,galexj0805-1058
GALEX0805-1058,galexj0805-1058
HIP079024,hd144922
HIP079024,hd144922
HIP079024,hd144922
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V 407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 CYg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 CYg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V 407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V 407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 CYg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V407 Cyg,v407cyg
V341 Sge,v341sge
V 341 Sge,v341sge
V 341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V 341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V341 Sge,v341sge
V 341 Sge,v341sge
omi Aqr,omiaqr
HIP 97219,hd187055
HIP 97219,hd187055
HD 187055,hd187055
HIP97219,hd187055
hip97219,hd187055
hip97219,hd187055
HIP 97219,hd187055
hip97219,hd187055
HIP 97219,hd187055
hip97219,hd187055
hip97219,hd187055
HIP 97219,hd187055
hip97219,hd187055
hip97219,hd187055
hip97219,hd187055
hip97219,hd187055
HIP 97219,hd187055
HIP 97219,hd187055
HIP 97219,hd187055
hip97219,hd187055
HIP 97219,hd187055
hip97219,hd187055
HIP090837,hd171566
HIP090837,hd171566
V2173 Cyg,v2173cyg
NGC6910 WEBDA37,ngc6910w37
NGC6910 37,ngc6910w37
NGC6910 37,ngc6910w37
NGC6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC6910 WEBDA37,ngc6910w37
NGC 6910 Webda 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC6910 WEBDA37,ngc6910w37
NGC6910 WEBDA37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC6910 WEBDA37,ngc6910w37
NGC6910 WEBDA37,ngc6910w37
NGC6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
NGC 6910 37,ngc6910w37
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
HD50138,v743mon
HD50138,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V 743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
HD50138,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
HD 50138,v743mon
HD50138,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
HD50138,v743mon
V743 Mon,v743mon
HD 50138,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V 743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
V743 Mon,v743mon
HIP113231,hip113231
HIP61902,hd110326
HD 56039,hd56039
HR2669,hr2669
HR2669,hr2669
HR2669,hr2669
HD 91120,hd91120
QY Gem,qygem
V402 Lac,v402lac
V402 Lac,v402lac
V402 Lac,v402lac
V402 Lac,v402lac
HIP 3383,hip3383
V439 Cep,v439cep
MY Ser,myser
MYSer,myser
HD31648,hd31648
HIP 101980,hip101980
HIP 101980,hip101980
120 Tau,120tau
HIP 102767,hip102767
V1448 Aql,v1448aql
HD232525,hd232525
HIP113786,hd218028
HIP113786,hd218028
HIP113786,hd218028
HIP113786,hd218028
HD79158,eilyn
HD79158,eilyn
DN Uma,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DNUMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DNUMa,dnuma
DNUMa,dnuma
DN UMa,dnuma
DN Uma,dnuma
DN UMa,dnuma
DNUMa,dnuma
dn uma,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DNUMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
dn uma,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DNUMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DNUMa,dnuma
DN Uma,dnuma
DN UMa,dnuma
DNUMa,dnuma
DN Uma,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN Uma,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN Uma,dnuma
DNUMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
DN UMa,dnuma
HD195358,hd195358
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
ro Aur,rhoaur
ro Aur,rhoaur
rho aur,rhoaur
Rho Aur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
rhoAur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
Rho Aur,rhoaur
Rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
Rho Aur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
Rho Aur,rhoaur
ro Aur,rhoaur
rho Aur,rhoaur
rho Aur,rhoaur
HD 224699,hd224699
HD 224699,hd224699
V1931 Cyg,v1931cyg
V1143 Cyg,v1143cyg
V1143 Cyg,v1143cyg
gam Cam,gamcam
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alp CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
alpha CrB,alpcrb
zet Umi,zetumi
gam UMa,gamuma
mu Eri,mueri
mu Eri,mueri
mu Eri,mueri
NGC 6910 Wedba 5,ngc6910w5
HIP4849,hip4849
HIP4849,hip4849
HIP4849,hip4849
HIP4849,hip4849
b Per,bper
bPer,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
bPer,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
bPer,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
b Per,bper
bPer,bper
phi Per,phiper
phiPer,phiper
phi Per,phiper
phi Per,phiper
Phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
Phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
Phi Per,phiper
fi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
fi Per,phiper
phi Per,phiper
fi Per,phiper
phi Per,phiper
phi Per,phiper
Phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
phi Per,phiper
V434 Aur,v434aur
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD6226,hd6226
hd6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HR 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
hd6226,hd6226
HD6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
hd6226,hd6226
HD 6226,hd6226
HR 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
HD 6226,hd6226
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX J0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
GALEXJ0321+4727,galexj0321pl4727
GALEX0321+4727,galexj0321pl4727
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OYGem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
OY Gem,oygem
HD 171780,hd171780
HD 171780,hd171780
HD 171780,hd171780
bet Cyg B,betcygB
mu Cep,mucep
Jupiter,jupiter
Jupiter,jupiter
Jupiter,jupiter
Jupiter,jupiter
Jupiter,jupiter
HIP082765,hd152877
HIP082765,hd152877
HD 71072,hd71072
V417 Cep,v417cep
HIP68145,hip68145
HIP68145,hip68145
HIP68145,hip68145
HIP68145,hip68145
80 UMa,80uma
80 UMa,80uma
V4379 Sgr,v4379sgr
GALEX1717+6757,galexj1717pl6757
GALEX1717+6757,galexj1717pl6757
GALEX1717+6757,galexj1717pl6757
V2162 Cyg,v2162cyg
V2162 Cyg,v2162cyg
HR 3135,hr3135
HR 3135,hr3135
HR 3135,hr3135
HR 3135,hr3135
HR 3135,hr3135
CT Cam,ctcam
delta Lib,dellib
delta Lib,dellib
delta Lib,dellib
HIP018383,hd24395
HIP018383,hd24395
HIP55563,hd98851
HIP55563,hd98851
RS Oph,rsoph
RS Oph,rsoph
RS Oph,rsoph
RS Oph,rsoph
SAO 8525,sao8525
HR1798,hr1798
HR1798,hr1798
HR1798,hr1798
OQ Peg,16peg
IQ Per,iqper
IQ Per,iqper
V4031 Sgr,v4031sgr
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
LY Aur,lyaur
64Ser,64ser
64 Ser,64ser
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
HD 143418,hd143418
Theta2 Tau,the2tau
theta2 Tau,the2tau
theta2tau,the2tau
Theta2 Tau,the2tau
theta2 Tau,the2tau
Theta2 Tau,the2tau
Theta2 Tau,the2tau
Theta2 Tau,the2tau
theta2 Tau,the2tau
theta2tau,the2tau
Theta2 Tau,the2tau
theta2 Tau,the2tau
Theta2 Tau,the2tau
theta2 Tau,the2tau
Theta2 Tau,the2tau
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
V505Mon,v505mon
V505 Mon,v505mon
V505 Mon,v505mon
phi Cas,phicas
HIP47084,hd82740
HIP47084,hd82740
V764 Cas,v764cas
HD 116798,hd116798
17 Sex,17sex
uHer,68her
uHer,68her
u Her,68her
68Her,68her
uHer,68her
uHer,68her
u Her,68her
u Her,68her
u Her,68her
uHer,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
68Her,68her
u Her,68her
u Her,68her
68 u Her,68her
uHer,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
68Her,68her
uHer,68her
68 Her,68her
uHer,68her
68Her,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
u Her,68her
uHer,68her
68 Her,68her
uHer,68her
uHer,68her
u Her,68her
uHer,68her
uHer,68her
LO Hya,lohya
LO Hya,lohya
LO Hya,lohya
LO Hya,lohya
LO Hya,lohya
LO Hya,lohya
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
hd198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
HD198478,55cyg
HD198478,55cyg
HD 198478,55cyg
LT CMa,ltcma
HR7880,27vul
27 Vul,27vul
HR7880,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
HR7880,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
